Plant,DateTime,LightIntensity,Temperature,WaterLevel,Humidity,WindSpeed,HeightGrowth
Nane,2024-08-18 12:00:00,4077.58,23.97,5.82,68.96,3.64,0.93
Domates,2024-08-18 18:00:00,6888.52,18.88,5.65,51.61,1.12,1.23
Biber,2024-08-18 18:00:00,4121.95,29.37,7.45,45.4,5.32,1.8
Nane,2024-08-18 18:00:00,3509.14,18.35,5.41,74.55,3.07,1.5
Domates,2024-08-19 00:00:00,5487.69,19.26,6.43,57.98,5.43,1.59
Biber,2024-08-19 00:00:00,5682.47,22.41,6.7,41.68,2.17,1.59
Nane,2024-08-19 00:00:00,5836.11,15.02,5.71,66.21,6.91,1.5
Domates,2024-08-19 06:00:00,7175.0,22.64,5.11,59.68,0.61,1.31
Biber,2024-08-19 06:00:00,5314.3,28.7,6.82,45.39,2.49,1.77
Nane,2024-08-19 06:00:00,5300.84,16.85,4.29,69.49,3.2,1.24
Domates,2024-08-19 12:00:00,5919.69,18.52,6.72,67.7,5.38,2.27
Biber,2024-08-19 12:00:00,6355.05,28.9,8.1,55.33,4.92,2.35
Nane,2024-08-19 12:00:00,4178.36,22.88,4.95,74.33,5.97,0.56
Domates,2024-08-19 18:00:00,7488.11,21.67,7.37,51.21,3.35,2.38
Biber,2024-08-19 18:00:00,5717.52,22.81,7.32,52.0,7.35,1.51
Nane,2024-08-19 18:00:00,3423.09,15.76,4.95,70.39,1.79,0.68
Domates,2024-08-20 00:00:00,7666.45,24.77,6.97,60.26,13.02,2.88
Biber,2024-08-20 00:00:00,4069.47,27.13,6.68,56.07,5.14,1.29
Nane,2024-08-20 00:00:00,4653.29,15.36,3.87,60.96,7.34,0.64
Domates,2024-08-20 06:00:00,6495.17,26.53,6.09,67.89,9.36,2.87
Biber,2024-08-20 06:00:00,6416.47,23.07,8.5,58.51,7.6,1.47
Nane,2024-08-20 06:00:00,4684.35,21.86,4.76,77.17,2.22,1.06
Domates,2024-08-20 12:00:00,7765.14,20.95,5.7,58.73,12.09,2.41
Biber,2024-08-20 12:00:00,4855.63,22.44,7.7,42.82,2.97,1.63
Nane,2024-08-20 12:00:00,3317.18,24.19,4.92,79.98,5.01,1.33
Domates,2024-08-20 18:00:00,6602.58,23.46,7.18,64.6,0.82,2.74
Biber,2024-08-20 18:00:00,6927.01,21.71,6.19,44.57,3.09,2.23
Nane,2024-08-20 18:00:00,4694.77,16.7,4.5,75.01,7.22,0.52
Domates,2024-08-21 00:00:00,5130.85,23.43,7.47,52.89,12.06,1.94
Biber,2024-08-21 00:00:00,6492.01,26.87,6.82,59.31,4.15,2.49
Nane,2024-08-21 00:00:00,3450.58,19.16,5.77,75.37,4.94,0.79
Domates,2024-08-21 06:00:00,6987.5,26.22,7.02,56.25,5.88,1.25
Biber,2024-08-21 06:00:00,4406.54,26.72,6.57,46.12,6.02,1.84
Nane,2024-08-21 06:00:00,4923.56,23.15,3.88,74.04,1.72,0.86
Domates,2024-08-21 12:00:00,5817.12,18.89,6.55,58.54,13.4,1.82
Biber,2024-08-21 12:00:00,5294.19,27.38,8.54,53.3,2.84,1.4
Nane,2024-08-21 12:00:00,4938.36,22.05,3.26,77.58,2.28,1.24
Domates,2024-08-21 18:00:00,7567.52,18.24,6.74,61.06,3.97,1.67
Biber,2024-08-21 18:00:00,5868.1,21.06,6.18,48.94,3.76,1.34
Nane,2024-08-21 18:00:00,4297.29,16.74,5.22,70.77,7.48,1.18
Domates,2024-08-22 00:00:00,7422.17,23.78,6.63,69.6,11.07,1.55
Biber,2024-08-22 00:00:00,4703.13,24.87,8.08,49.7,6.2,2.49
Nane,2024-08-22 00:00:00,4841.71,16.9,4.37,68.82,5.44,0.62
Domates,2024-08-22 06:00:00,5587.57,26.9,5.57,52.87,13.51,2.97
Biber,2024-08-22 06:00:00,5646.71,26.65,7.17,57.09,2.83,1.79
Nane,2024-08-22 06:00:00,5189.43,21.17,4.86,60.52,0.08,1.32
Domates,2024-08-22 12:00:00,7820.73,22.61,5.14,62.63,14.34,1.04
Biber,2024-08-22 12:00:00,6205.13,25.69,8.8,46.64,9.93,2.43
Nane,2024-08-22 12:00:00,4354.42,18.57,3.27,66.21,0.76,0.83
Domates,2024-08-22 18:00:00,6337.17,19.57,7.13,62.43,13.71,1.07
Biber,2024-08-22 18:00:00,4077.82,21.5,8.78,54.6,2.43,1.26
Nane,2024-08-22 18:00:00,4000.46,15.9,4.18,76.17,7.96,1.38
Domates,2024-08-23 00:00:00,6205.71,20.19,5.03,54.74,2.55,2.86
Biber,2024-08-23 00:00:00,5766.01,28.94,8.87,53.94,2.61,2.01
Nane,2024-08-23 00:00:00,5106.23,19.26,5.27,63.38,6.75,1.28
Domates,2024-08-23 06:00:00,7803.27,20.73,5.16,52.23,3.04,1.44
Biber,2024-08-23 06:00:00,6179.99,25.36,6.12,45.82,8.47,1.78
Nane,2024-08-23 06:00:00,3451.86,22.68,4.71,62.52,3.07,0.97
Domates,2024-08-23 12:00:00,7479.71,20.2,6.35,60.09,15.0,1.72
Biber,2024-08-23 12:00:00,4731.6,22.93,8.78,40.24,5.9,2.28
Nane,2024-08-23 12:00:00,5996.03,15.45,3.59,71.04,2.12,1.01
Domates,2024-08-23 18:00:00,7242.84,25.56,6.86,57.57,9.36,1.94
Biber,2024-08-23 18:00:00,4491.86,22.83,6.18,58.35,1.73,1.03
Nane,2024-08-23 18:00:00,5345.66,24.95,3.39,68.74,3.96,0.84
Domates,2024-08-24 00:00:00,5238.29,24.31,7.33,65.68,4.08,1.89
Biber,2024-08-24 00:00:00,6126.83,29.87,8.34,58.76,0.44,2.21
Nane,2024-08-24 00:00:00,4868.5,23.8,3.57,67.81,4.42,1.27
Domates,2024-08-24 06:00:00,7111.52,22.05,5.2,57.42,2.17,1.8
Biber,2024-08-24 06:00:00,4856.93,29.15,7.91,48.33,5.45,2.11
Nane,2024-08-24 06:00:00,3824.77,21.66,4.21,69.1,4.73,1.43
Domates,2024-08-24 12:00:00,7895.22,20.75,5.21,52.69,6.51,2.93
Biber,2024-08-24 12:00:00,6096.65,29.64,7.45,45.17,3.55,1.51
Nane,2024-08-24 12:00:00,5435.59,22.84,4.23,66.64,0.51,0.81
Domates,2024-08-24 18:00:00,6290.15,18.64,6.15,66.17,4.28,2.57
Biber,2024-08-24 18:00:00,4097.87,28.66,7.06,54.78,1.0,1.55
Nane,2024-08-24 18:00:00,3854.27,22.78,5.99,61.74,1.37,1.26
Domates,2024-08-25 00:00:00,6542.21,23.74,5.11,55.74,1.49,1.09
Biber,2024-08-25 00:00:00,6336.34,28.4,8.27,59.96,4.49,1.8
Nane,2024-08-25 00:00:00,3703.05,21.33,4.02,76.87,6.35,1.28
Domates,2024-08-25 06:00:00,5547.47,18.73,6.11,53.02,11.02,1.55
Biber,2024-08-25 06:00:00,5807.53,26.41,6.14,54.68,1.88,1.26
Nane,2024-08-25 06:00:00,5848.46,24.77,5.45,71.73,7.52,0.56
Domates,2024-08-25 12:00:00,6414.13,18.04,6.9,57.22,8.26,2.05
Biber,2024-08-25 12:00:00,5914.4,26.06,7.7,41.5,3.38,1.44
Nane,2024-08-25 12:00:00,3884.48,17.57,5.77,77.94,2.35,0.65
Domates,2024-08-25 18:00:00,6466.98,21.84,7.88,60.13,1.72,1.41
Biber,2024-08-25 18:00:00,4938.8,20.17,8.59,54.75,0.3,1.13
Nane,2024-08-25 18:00:00,4314.69,17.04,4.36,75.06,7.34,0.61
Domates,2024-08-26 00:00:00,7548.96,19.26,7.51,67.51,2.48,2.35
Biber,2024-08-26 00:00:00,5131.64,24.21,6.27,46.97,7.16,1.24
Nane,2024-08-26 00:00:00,3014.98,19.44,3.95,68.04,6.7,1.24
Domates,2024-08-26 06:00:00,6003.52,26.48,5.36,54.92,7.35,2.46
Biber,2024-08-26 06:00:00,4795.59,29.25,6.68,48.98,9.37,1.94
Nane,2024-08-26 06:00:00,3537.97,17.04,4.86,79.62,1.23,0.92
Domates,2024-08-26 12:00:00,6328.27,19.86,5.67,54.45,2.03,1.31
Biber,2024-08-26 12:00:00,4222.96,25.68,8.47,58.69,8.94,2.3
Nane,2024-08-26 12:00:00,5312.11,15.69,5.19,71.42,1.79,0.68
Domates,2024-08-26 18:00:00,5838.87,25.77,7.78,55.08,7.85,2.8
Biber,2024-08-26 18:00:00,6232.53,29.72,7.06,42.75,5.72,0.93
Nane,2024-08-26 18:00:00,4965.81,20.82,3.3,66.4,3.22,0.54
Domates,2024-08-27 00:00:00,5314.43,25.12,5.15,51.58,2.13,1.0
Biber,2024-08-27 00:00:00,5493.74,22.28,7.2,40.49,6.0,2.48
Nane,2024-08-27 00:00:00,3288.56,17.11,4.94,75.84,5.45,1.29
Domates,2024-08-27 06:00:00,5822.52,20.66,6.14,57.98,14.15,1.49
Biber,2024-08-27 06:00:00,4561.59,23.85,7.22,45.03,1.71,1.76
Nane,2024-08-27 06:00:00,3547.45,15.08,5.95,63.8,7.14,1.29
Domates,2024-08-27 12:00:00,7452.05,21.27,6.07,55.75,9.62,1.61
Biber,2024-08-27 12:00:00,5193.92,23.71,6.37,43.26,4.2,0.98
Nane,2024-08-27 12:00:00,5825.78,22.7,5.66,72.48,2.07,1.41
Domates,2024-08-27 18:00:00,6256.58,27.16,6.72,66.1,12.87,1.22
Biber,2024-08-27 18:00:00,5375.4,27.8,8.94,51.26,4.73,2.15
Nane,2024-08-27 18:00:00,4777.97,17.97,5.44,79.13,3.11,0.65
Domates,2024-08-28 00:00:00,7033.15,26.92,5.83,59.05,9.81,1.04
Biber,2024-08-28 00:00:00,5544.4,28.63,6.14,55.81,4.93,1.33
Nane,2024-08-28 00:00:00,3014.86,20.76,4.81,63.96,7.48,1.2
Domates,2024-08-28 06:00:00,5905.79,23.19,6.12,59.44,10.89,1.82
Biber,2024-08-28 06:00:00,5175.32,25.4,7.64,43.72,5.17,1.7
Nane,2024-08-28 06:00:00,3618.92,21.54,5.43,63.6,7.66,1.42
Domates,2024-08-28 12:00:00,5082.33,19.58,6.77,60.96,5.05,2.82
Biber,2024-08-28 12:00:00,4630.59,28.57,7.41,58.26,7.13,1.82
Nane,2024-08-28 12:00:00,3439.86,21.27,5.84,68.35,1.14,0.72
Domates,2024-08-28 18:00:00,5024.22,23.98,5.94,51.08,13.04,1.99
Biber,2024-08-28 18:00:00,6115.87,24.71,7.98,40.04,3.22,2.08
Nane,2024-08-28 18:00:00,5095.54,15.34,4.49,73.55,3.32,1.39
Domates,2024-08-29 00:00:00,6399.46,24.41,6.35,66.23,14.98,1.4
Biber,2024-08-29 00:00:00,6179.98,25.2,8.66,57.44,9.24,1.26
Nane,2024-08-29 00:00:00,3667.58,16.73,4.97,60.31,1.28,0.8
Domates,2024-08-29 06:00:00,7755.25,21.35,6.37,55.98,5.45,2.55
Biber,2024-08-29 06:00:00,5890.86,28.05,8.46,54.73,4.18,1.43
Nane,2024-08-29 06:00:00,4919.86,21.86,3.64,65.2,0.14,1.5
Domates,2024-08-29 12:00:00,5212.72,25.01,6.89,68.18,13.75,1.92
Biber,2024-08-29 12:00:00,6438.96,21.47,8.49,43.3,5.26,1.62
Nane,2024-08-29 12:00:00,5383.86,21.92,4.18,65.67,5.12,0.75
Domates,2024-08-29 18:00:00,7755.12,24.07,7.22,58.38,8.32,1.83
Biber,2024-08-29 18:00:00,6338.63,27.57,8.78,41.9,7.77,1.19
Nane,2024-08-29 18:00:00,4704.95,19.01,3.99,72.04,2.29,1.38
Domates,2024-08-30 00:00:00,6216.26,19.43,5.29,52.31,8.26,1.14
Biber,2024-08-30 00:00:00,6068.95,21.86,7.6,42.83,2.15,1.08
Nane,2024-08-30 00:00:00,4164.12,21.59,3.45,74.23,0.75,1.42
Domates,2024-08-30 06:00:00,7642.46,24.11,6.96,66.19,1.08,2.82
Biber,2024-08-30 06:00:00,6799.03,22.53,7.91,59.75,1.85,1.35
Nane,2024-08-30 06:00:00,4415.19,19.06,4.14,63.69,5.0,1.49
Domates,2024-08-30 12:00:00,5035.15,26.71,7.99,58.76,0.98,1.83
Biber,2024-08-30 12:00:00,4558.49,28.06,8.86,43.06,0.0,2.07
Nane,2024-08-30 12:00:00,3515.39,24.73,4.2,62.64,3.0,1.29
Domates,2024-08-30 18:00:00,7733.46,18.7,5.83,64.4,5.2,2.16
Biber,2024-08-30 18:00:00,6167.07,27.81,8.92,57.0,0.02,0.91
Nane,2024-08-30 18:00:00,5644.77,15.8,4.36,73.73,0.87,1.3
Domates,2024-08-31 00:00:00,7811.29,19.83,5.31,58.36,6.83,2.58
Biber,2024-08-31 00:00:00,5751.26,25.95,7.47,57.63,2.22,1.92
Nane,2024-08-31 00:00:00,3658.42,18.18,4.55,67.3,2.89,0.54
Domates,2024-08-31 06:00:00,6410.94,21.47,6.33,68.96,1.38,1.99
Biber,2024-08-31 06:00:00,4237.74,26.8,6.38,51.91,5.28,0.83
Nane,2024-08-31 06:00:00,4546.43,19.28,5.09,78.39,1.75,0.52
Domates,2024-08-31 12:00:00,7962.02,18.33,6.94,51.07,8.37,2.43
Biber,2024-08-31 12:00:00,5039.58,23.13,7.69,49.89,7.4,1.83
Nane,2024-08-31 12:00:00,4711.11,21.46,3.75,77.31,0.23,1.0
Domates,2024-08-31 18:00:00,6469.49,19.71,7.78,67.6,14.04,1.21
Biber,2024-08-31 18:00:00,6730.83,24.07,8.13,46.03,7.19,1.68
Nane,2024-08-31 18:00:00,3538.1,24.71,3.61,79.3,5.85,1.38
Domates,2024-09-01 00:00:00,6925.85,26.35,5.0,67.03,11.89,1.78
Biber,2024-09-01 00:00:00,5805.02,27.68,7.41,43.56,7.93,1.72
Nane,2024-09-01 00:00:00,3468.96,22.4,4.93,60.47,2.85,1.24
Domates,2024-09-01 06:00:00,6884.72,25.94,5.91,69.54,2.49,2.89
Biber,2024-09-01 06:00:00,4631.43,23.95,8.44,44.57,5.34,0.96
Nane,2024-09-01 06:00:00,4298.95,22.54,3.27,79.64,6.04,1.29
Domates,2024-09-01 12:00:00,5702.24,25.3,5.3,57.95,3.72,1.62
Biber,2024-09-01 12:00:00,4399.05,20.09,7.31,57.35,6.34,1.7
Nane,2024-09-01 12:00:00,3760.93,16.13,4.19,69.36,3.61,1.21
Domates,2024-09-01 18:00:00,6959.08,20.4,6.38,62.6,13.39,1.66
Biber,2024-09-01 18:00:00,6662.75,26.5,7.73,41.74,5.88,0.96
Nane,2024-09-01 18:00:00,3829.15,20.12,3.62,79.02,4.58,1.01
Domates,2024-09-02 00:00:00,5726.97,22.28,6.48,69.89,12.37,1.4
Biber,2024-09-02 00:00:00,4836.03,23.01,7.78,42.18,2.85,2.21
Nane,2024-09-02 00:00:00,4512.97,18.97,3.56,73.1,6.5,0.52
Domates,2024-09-02 06:00:00,7835.32,19.39,7.75,60.21,3.46,1.57
Biber,2024-09-02 06:00:00,6295.32,29.19,8.04,45.8,9.84,1.51
Nane,2024-09-02 06:00:00,5561.93,19.45,4.91,79.79,5.07,1.29
Domates,2024-09-02 12:00:00,7858.05,24.01,5.65,56.58,0.97,1.67
Biber,2024-09-02 12:00:00,6058.58,26.51,6.62,51.12,5.68,1.73
Nane,2024-09-02 12:00:00,4635.49,20.08,5.54,78.49,5.53,1.25
Domates,2024-09-02 18:00:00,5109.04,18.25,5.21,67.17,8.11,2.74
Biber,2024-09-02 18:00:00,5435.69,29.75,7.71,45.81,2.56,1.14
Nane,2024-09-02 18:00:00,4218.51,23.91,4.25,78.98,4.67,0.53
Domates,2024-09-03 00:00:00,7337.03,23.05,6.87,50.94,3.96,1.16
Biber,2024-09-03 00:00:00,5117.51,27.44,7.11,40.11,9.23,1.45
Nane,2024-09-03 00:00:00,3055.27,23.35,3.17,72.23,3.8,0.76
Domates,2024-09-03 06:00:00,5210.31,21.29,6.39,64.82,0.05,1.48
Biber,2024-09-03 06:00:00,5074.49,20.18,8.14,51.72,3.38,1.48
Nane,2024-09-03 06:00:00,3382.59,17.87,5.17,71.54,2.99,0.68
Domates,2024-09-03 12:00:00,7520.55,21.4,6.04,61.71,4.26,1.2
Biber,2024-09-03 12:00:00,5212.07,26.21,6.09,43.07,9.54,2.4
Nane,2024-09-03 12:00:00,3719.89,16.6,3.18,78.41,7.21,1.11
Domates,2024-09-03 18:00:00,7391.48,27.13,5.26,54.25,2.32,2.22
Biber,2024-09-03 18:00:00,5623.82,27.74,6.96,57.03,2.45,1.48
Nane,2024-09-03 18:00:00,4222.21,21.47,5.94,61.02,6.34,0.56
Domates,2024-09-04 00:00:00,5044.57,25.39,5.89,54.2,4.39,2.25
Biber,2024-09-04 00:00:00,4126.79,26.37,7.86,44.66,1.03,1.28
Nane,2024-09-04 00:00:00,5168.3,22.4,4.35,63.79,2.28,0.75
Domates,2024-09-04 06:00:00,6154.88,20.08,5.83,56.34,3.81,1.28
Biber,2024-09-04 06:00:00,5598.99,24.56,6.36,44.5,8.71,2.34
Nane,2024-09-04 06:00:00,3032.71,19.19,5.12,74.41,0.76,1.26
Domates,2024-09-04 12:00:00,7018.44,21.58,7.51,53.17,4.9,2.07
Biber,2024-09-04 12:00:00,5319.51,20.97,7.94,49.81,6.69,1.13
Nane,2024-09-04 12:00:00,4051.07,19.91,5.01,61.09,3.64,0.86
Domates,2024-09-04 18:00:00,5716.84,26.62,7.17,54.88,1.11,1.12
Biber,2024-09-04 18:00:00,4860.58,20.35,6.56,40.45,3.3,2.35
Nane,2024-09-04 18:00:00,3537.19,16.71,4.7,77.36,6.9,0.54
Domates,2024-09-05 00:00:00,7409.43,19.31,7.44,66.76,8.86,2.84
Biber,2024-09-05 00:00:00,5183.54,20.22,6.72,46.33,8.53,0.97
Nane,2024-09-05 00:00:00,3947.97,20.56,5.32,68.47,0.47,0.84
Domates,2024-09-05 06:00:00,5410.43,27.93,6.66,58.67,2.57,1.96
Biber,2024-09-05 06:00:00,6006.38,29.05,7.48,58.22,6.63,0.83
Nane,2024-09-05 06:00:00,4780.54,17.9,3.56,61.53,6.87,1.1
Domates,2024-09-05 12:00:00,6208.01,18.23,5.46,59.5,10.95,1.3
Biber,2024-09-05 12:00:00,6066.19,21.09,7.16,49.88,2.84,1.59
Nane,2024-09-05 12:00:00,3302.54,22.24,5.11,76.4,6.03,0.68
Domates,2024-09-05 18:00:00,5861.64,26.86,5.28,66.98,7.27,1.88
Biber,2024-09-05 18:00:00,4116.18,23.97,8.15,48.02,0.12,0.94
Nane,2024-09-05 18:00:00,4814.95,16.89,5.03,79.02,7.7,0.98
Domates,2024-09-06 00:00:00,6102.15,27.93,5.59,66.05,9.09,1.07
Biber,2024-09-06 00:00:00,5565.94,24.91,7.56,54.04,5.62,2.34
Nane,2024-09-06 00:00:00,5954.94,16.52,5.77,62.6,7.25,1.22
Domates,2024-09-06 06:00:00,5955.95,25.45,7.12,54.62,5.74,1.46
Biber,2024-09-06 06:00:00,4630.33,26.91,7.08,40.25,9.27,1.72
Nane,2024-09-06 06:00:00,5772.27,16.71,3.3,79.26,5.86,1.24
Domates,2024-09-06 12:00:00,7670.98,20.12,7.61,59.52,1.19,1.62
Biber,2024-09-06 12:00:00,6580.5,23.33,6.7,59.91,3.4,1.21
Nane,2024-09-06 12:00:00,3807.64,18.21,5.97,72.9,5.02,1.21
Domates,2024-09-06 18:00:00,6399.61,25.58,5.04,54.95,7.96,1.42
Biber,2024-09-06 18:00:00,6338.13,29.33,7.93,44.66,0.81,1.3
Nane,2024-09-06 18:00:00,5356.3,19.67,5.99,74.42,5.82,1.05
Domates,2024-09-07 00:00:00,6532.99,23.75,5.68,56.71,14.42,2.95
Biber,2024-09-07 00:00:00,4980.89,26.83,6.97,41.2,4.64,0.81
Nane,2024-09-07 00:00:00,5831.97,22.07,5.22,74.5,5.04,1.1
Domates,2024-09-07 06:00:00,6306.6,21.12,7.89,55.26,0.03,1.21
Biber,2024-09-07 06:00:00,4877.75,26.66,8.35,45.36,2.32,1.42
Nane,2024-09-07 06:00:00,5144.09,16.66,4.81,71.31,5.29,1.46
Domates,2024-09-07 12:00:00,6657.48,19.56,5.37,53.79,6.45,2.31
Biber,2024-09-07 12:00:00,4963.05,21.69,6.98,44.72,8.85,1.79
Nane,2024-09-07 12:00:00,4351.34,21.54,4.7,71.84,1.14,1.3
Domates,2024-09-07 18:00:00,6328.24,18.38,7.94,67.61,11.74,2.5
Biber,2024-09-07 18:00:00,6829.07,22.64,7.98,42.67,4.07,1.0
Nane,2024-09-07 18:00:00,4960.93,24.01,4.43,71.33,1.59,0.75
Domates,2024-09-08 00:00:00,7777.12,21.22,7.79,61.62,8.11,2.66
Biber,2024-09-08 00:00:00,4336.63,26.79,8.05,42.49,8.29,1.44
Nane,2024-09-08 00:00:00,4282.27,16.99,5.53,66.64,0.84,1.06
Domates,2024-09-08 06:00:00,6311.12,22.84,6.48,54.89,6.63,2.21
Biber,2024-09-08 06:00:00,6708.19,22.03,8.96,49.21,8.85,1.02
Nane,2024-09-08 06:00:00,5768.38,16.55,5.01,62.22,6.66,1.24
Domates,2024-09-08 12:00:00,7387.7,18.82,6.34,52.38,6.94,2.71
Biber,2024-09-08 12:00:00,4347.91,25.23,6.26,47.27,2.1,1.26
Nane,2024-09-08 12:00:00,3735.41,17.91,5.8,61.18,1.95,0.67
Domates,2024-09-08 18:00:00,5170.78,26.03,7.87,54.8,11.35,2.39
Biber,2024-09-08 18:00:00,4643.0,29.04,7.32,46.54,1.76,1.64
Nane,2024-09-08 18:00:00,3277.03,23.97,4.59,77.57,0.65,0.61
Domates,2024-09-09 00:00:00,6668.39,21.43,7.63,56.52,2.97,1.18
Biber,2024-09-09 00:00:00,5021.66,25.78,7.42,46.77,5.0,1.11
Nane,2024-09-09 00:00:00,5696.53,17.61,3.04,68.4,1.97,0.69
Domates,2024-09-09 06:00:00,5880.85,22.56,6.65,53.95,6.62,2.13
Biber,2024-09-09 06:00:00,6498.9,24.36,6.08,42.85,0.66,1.04
Nane,2024-09-09 06:00:00,5825.07,15.25,4.61,74.48,2.37,1.23
Domates,2024-09-09 12:00:00,7911.52,25.51,7.1,64.89,6.37,1.32
Biber,2024-09-09 12:00:00,5601.18,25.79,6.34,58.7,7.52,0.98
Nane,2024-09-09 12:00:00,3285.99,20.16,3.72,60.77,3.19,0.73
Domates,2024-09-09 18:00:00,5465.98,19.7,7.89,61.22,2.33,2.97
Biber,2024-09-09 18:00:00,6843.02,24.03,7.77,50.03,6.52,0.91
Nane,2024-09-09 18:00:00,5298.15,24.96,4.52,72.9,6.53,1.18
Domates,2024-09-10 00:00:00,7025.57,23.79,5.98,69.75,3.88,2.55
Biber,2024-09-10 00:00:00,4614.05,21.29,6.47,42.56,0.15,1.49
Nane,2024-09-10 00:00:00,4200.94,23.79,5.99,72.41,6.28,0.51
Domates,2024-09-10 06:00:00,5693.57,19.38,5.75,62.39,12.25,1.48
Biber,2024-09-10 06:00:00,6027.77,26.76,7.37,53.18,9.61,1.39
Nane,2024-09-10 06:00:00,4897.11,17.24,5.6,60.34,5.81,0.81
Domates,2024-09-10 12:00:00,7210.4,22.91,6.51,68.68,6.89,2.9
Biber,2024-09-10 12:00:00,4827.02,22.46,7.4,56.95,4.95,0.89
Nane,2024-09-10 12:00:00,4901.73,17.94,4.25,79.69,3.15,0.83
Domates,2024-09-10 18:00:00,5814.35,26.47,6.65,69.75,14.19,1.51
Biber,2024-09-10 18:00:00,4370.51,27.18,6.46,54.64,5.57,1.5
Nane,2024-09-10 18:00:00,3196.15,23.7,5.73,67.66,7.25,0.77
Domates,2024-09-11 00:00:00,6791.91,24.4,6.38,50.09,13.39,1.22
Biber,2024-09-11 00:00:00,6299.38,25.78,6.66,51.42,8.29,2.04
Nane,2024-09-11 00:00:00,3548.49,16.5,3.85,74.42,7.44,1.5
Domates,2024-09-11 06:00:00,5124.24,18.46,5.99,69.78,4.66,2.22
Biber,2024-09-11 06:00:00,5341.19,25.29,7.75,50.5,6.42,2.3
Nane,2024-09-11 06:00:00,5973.52,15.84,3.84,71.34,5.79,1.33
Domates,2024-09-11 12:00:00,7127.0,25.75,7.7,68.55,8.32,2.67
Biber,2024-09-11 12:00:00,4082.64,26.09,8.65,48.95,8.27,1.92
Nane,2024-09-11 12:00:00,3945.69,23.81,4.9,63.57,7.89,0.53
Domates,2024-09-11 18:00:00,7175.23,25.72,5.62,56.59,11.37,1.2
Biber,2024-09-11 18:00:00,4315.76,21.19,7.23,48.3,2.93,1.2
Nane,2024-09-11 18:00:00,3481.66,23.14,4.56,74.51,5.87,0.6
Domates,2024-09-12 00:00:00,7378.0,19.82,6.83,62.06,1.05,1.56
Biber,2024-09-12 00:00:00,6319.13,26.94,6.59,53.22,0.16,2.23
Nane,2024-09-12 00:00:00,4623.32,20.31,5.34,74.02,5.85,0.98
Domates,2024-09-12 06:00:00,7258.15,26.2,7.5,62.52,11.72,2.59
Biber,2024-09-12 06:00:00,6381.1,22.64,7.43,40.11,7.3,0.9
Nane,2024-09-12 06:00:00,3881.87,16.33,4.23,61.28,1.04,0.59
Domates,2024-09-12 12:00:00,7322.08,25.54,6.55,65.03,7.7,1.51
Biber,2024-09-12 12:00:00,6487.59,26.45,8.45,41.62,8.69,1.35
Nane,2024-09-12 12:00:00,3087.02,19.21,5.98,66.04,0.86,0.63
Domates,2024-09-12 18:00:00,6449.21,27.15,5.26,64.85,5.57,1.16
Biber,2024-09-12 18:00:00,4487.79,20.96,8.07,45.35,9.8,2.36
Nane,2024-09-12 18:00:00,3358.09,16.88,4.62,66.39,5.17,1.41
Domates,2024-09-13 00:00:00,5780.66,22.56,7.88,53.61,2.77,2.11
Biber,2024-09-13 00:00:00,4876.27,23.74,6.93,45.62,0.2,2.14
Nane,2024-09-13 00:00:00,4959.81,18.6,4.44,65.69,5.97,0.56
Domates,2024-09-13 06:00:00,7974.87,20.91,5.11,52.05,10.42,1.11
Biber,2024-09-13 06:00:00,5629.02,20.23,7.96,57.56,8.28,0.83
Nane,2024-09-13 06:00:00,4173.24,22.55,5.54,71.61,1.58,1.28
Domates,2024-09-13 12:00:00,6343.41,24.62,5.22,64.79,3.9,2.66
Biber,2024-09-13 12:00:00,5126.29,24.52,8.44,43.23,6.66,1.43
Nane,2024-09-13 12:00:00,4002.46,24.44,3.05,72.37,7.99,0.66
Domates,2024-09-13 18:00:00,5313.65,26.89,6.77,67.93,13.24,2.7
Biber,2024-09-13 18:00:00,4242.33,27.08,6.01,48.93,5.02,2.48
Nane,2024-09-13 18:00:00,4540.55,17.09,3.22,74.13,3.64,0.92
Domates,2024-09-14 00:00:00,5600.41,19.64,6.19,59.98,3.97,2.13
Biber,2024-09-14 00:00:00,6970.4,20.17,6.25,48.1,1.25,2.1
Nane,2024-09-14 00:00:00,5927.89,16.99,5.09,62.09,5.58,1.08
Domates,2024-09-14 06:00:00,5416.55,24.76,6.9,50.05,13.4,2.31
Biber,2024-09-14 06:00:00,6020.78,23.42,8.67,47.47,5.71,1.26
Nane,2024-09-14 06:00:00,4686.34,20.66,5.97,65.96,0.65,0.57
Domates,2024-09-14 12:00:00,6276.05,24.09,6.11,58.37,6.03,1.72
Biber,2024-09-14 12:00:00,6248.77,23.55,7.76,58.98,9.85,1.13
Nane,2024-09-14 12:00:00,4961.16,24.11,5.81,61.88,0.02,0.75
Domates,2024-09-14 18:00:00,6161.28,19.28,6.23,55.79,6.84,1.88
Biber,2024-09-14 18:00:00,6078.88,22.77,6.62,53.98,8.15,1.24
Nane,2024-09-14 18:00:00,4275.13,16.45,3.04,64.99,3.41,1.4
Domates,2024-09-15 00:00:00,7895.05,22.94,7.1,63.18,8.43,2.03
Biber,2024-09-15 00:00:00,5250.12,28.96,8.16,46.88,7.08,1.75
Nane,2024-09-15 00:00:00,3280.59,16.28,5.18,65.28,1.65,0.67
Domates,2024-09-15 06:00:00,7685.73,19.67,5.92,62.89,11.26,1.57
